"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120"
558.031366531477,558.499843328252,558.968713419243,559.437977134628,559.907634804861,560.377686760674,560.848133333076,561.318974853355,561.790211653076,562.261844064083,562.733872418498,563.206297048723,563.679118287437,564.1523364676,564.625951922452,565.099964985511,565.574375990576,566.049185271726,566.524393163321,567,567.476006116685,567.952411848579,568.429217531165,568.906423500208,569.384030091756,569.862037642138,570.340446487966,570.819256966135,571.29846941382,571.778084168483,572.258101567868,572.73852195,573.219345653192,573.700573016037,574.182204377415,574.66424007649,575.146680452711,575.629525845809,576.112776595804,576.596433043,577.080495527987,577.56496439164,578.049839975121,578.535122619878,579.020812667646,579.506910460446,579.993416340589,580.480330650669,580.96765373357,581.455385932466,581.943527590814,582.432079052364,582.921040661152,583.410412761503,583.900195698033,584.390389815645,584.880995459533,585.37201297518,585.863442708359,586.355285005135,586.84754021186,587.34020867518,587.833290742032,588.326786759641,588.820697075527,589.315022037501,589.809761993664,590.304917292411,590.80048828243,591.2964753127,591.792878732494,592.289698891379,592.786936139213,593.28459082615,593.782663302638,594.281153919417,594.780063027524,595.279390978289,595.779138123337,596.27930481459,596.779891404263,597.280898244868,597.782325689214,598.284174090404,598.786443801838,599.289135177213,599.792248570525,600.295784336063,600.799742828416,601.304124402471,601.808929413413,602.314158216723,602.819811168182,603.32588862387,603.832390940166,604.339318473746,604.846671581589,605.354450620972,605.86265594947,606.37128792496,606.880346905621,607.38983324993,607.899747316667,608.41008946491,608.920860054043,609.432059443749,609.943687994012,610.455746065122,610.968234017666,611.481152212539,611.994501010936,612.508280774356,613.022491864601,613.537134643778,614.052209474296,614.567716718871,615.083656740521,615.60002990257,616.116836568647,616.634077102685
865.096245469432,865.822508440094,866.549381120837,867.276864023524,868.004957660446,868.733662544326,869.462979188314,870.192908105995,870.923449811383,871.654604818923,872.386373643492,873.118756800401,873.851754805392,874.58536817464,875.319597424754,876.054443072776,876.789905636184,877.525985632887,878.262683581232,879,879.737935408407,880.476490326104,881.215665273182,881.955460770164,882.695877338014,883.43691549813,884.17857577235,884.920858682949,885.663764752642,886.40729450458,887.151448462356,887.89622715,888.641631091985,889.387660813221,890.134316839062,890.8815996953,891.62950990817,892.378048004349,893.127214510956,893.877009955551,894.627434866139,895.378489771167,896.130175199526,896.882491680551,897.635439744022,898.389019920163,899.143232739643,899.898078733576,900.653558433524,901.409672371494,902.166421079939,902.92380509176,903.681824940304,904.440481159367,905.199774283194,905.959704846476,906.720273384355,907.481480432422,908.243326526716,909.005812203727,909.768938000396,910.532704454115,911.297112102726,912.062161484523,912.827853138251,913.594187603109,914.361165418748,915.128787125272,915.897053263238,916.665964373656,917.435520997994,918.205723678169,918.976572956558,919.74806937599,920.520213479751,921.293005811583,922.066446915685,922.840537336712,923.615277619777,924.390668310449,925.166709954757,925.943403099188,926.720748290686,927.498746076657,928.277397004965,929.056701623934,929.836660482347,930.617274129452,931.398543114952,932.180467989016,932.963049302275,933.746287605819,934.530183451202,935.314737390444,936.099949976024,936.885821760887,937.672353298443,938.459545142564,939.24739784759,940.035911968325,940.825088060037,941.614926678463,942.405428379806,943.196593720734,943.988423258385,944.780917550362,945.574077154739,946.367902630056,947.162394535324,947.957553430021,948.753379874096,949.549874427969,950.347037652529,951.144870109137,951.943372359623,952.742544966293,953.542388491919,954.342903499752,955.144090553511,955.94595021739
576.730830312955,577.215005626729,577.699587413891,578.184576015683,578.669971773631,579.15577502955,579.641986125543,580.128605403997,580.615633207589,581.103069879282,581.590915762328,582.079171200267,582.567836536928,583.056912116426,583.546398283169,584.036295381851,584.526603757456,585.017323755258,585.508455720822,586,586.491956938938,586.98432688407,587.477110182121,587.970307180109,588.463918225343,588.95794366542,589.452383848233,589.947239121966,590.442509835095,590.938196336387,591.434298974904,591.9308181,592.427754061323,592.925107208814,593.422877892708,593.921066463533,594.419673272114,594.918698669566,595.418143007304,595.918006637034,596.418289910759,596.918993180778,597.420116799684,597.921661120367,598.423626496015,598.926013280109,599.428821826428,599.932052489051,600.43570562235,600.939781580996,601.444280719959,601.949203394506,602.454549960202,602.960320772912,603.466516188796,603.973136564318,604.480182256237,604.987653621615,605.49555101781,606.003874802485,606.512625333598,607.02180296941,607.531408068484,608.041440989682,608.551902092167,609.062791735406,609.574110279166,610.085858083515,610.598035508825,611.110642915771,611.623680665329,612.137149118779,612.651048637705,613.165379583993,613.680142319834,614.195337207722,614.710964610457,615.227024891141,615.743518413184,616.260445540299,616.777806636505,617.295602066125,617.813832193791,618.332497384438,618.85159800331,619.371134415956,619.891106988232,620.411516086301,620.932362076635,621.453645326011,621.975366201517,622.497525070546,623.020122300802,623.543158260296,624.066633317349,624.590547840592,625.114902198962,625.63969676171,626.164931898394,626.690607978883,627.216725373358,627.743284452309,628.270285586537,628.797729147156,629.32561550559,629.853945033575,630.382718103159,630.911935086704,631.441596356882,631.971702286681,632.502253249397,633.033249618646,633.564691768353,634.096580072758,634.628914906416,635.161696644195,635.69492566128,636.228602333168,636.762727035674,637.297300144926
603.303752528739,603.810236261408,604.31714519576,604.82447968876,605.332240097672,605.840426780059,606.349040093785,606.858080397014,607.367548048211,607.877443406143,608.387766829876,608.898518678778,609.40969931252,609.921309091074,610.433348374714,610.945817524018,611.458716899864,611.972046863436,612.485807776218,613,613.514623896875,614.02967982924,614.545168159796,615.061089251548,615.577443467807,616.094231172189,616.611452728613,617.129108501306,617.6471988548,618.165724153934,618.68468476385,619.20408105,619.723913378142,620.24418211434,620.764887624966,621.286030276699,621.807610436528,622.329628471747,622.852084749961,623.374979639082,623.89831350733,624.422086723237,624.946299655642,625.470952673695,625.996046146855,626.521580444892,627.047555937885,627.573972996226,628.100831990615,628.628133292066,629.155877271903,629.684064301762,630.212694753591,630.74176899965,631.271287412512,631.801250365063,632.3316582305,632.862511382337,633.393810194399,633.925555040824,634.457746296067,634.990384334895,635.52346953239,636.05700226395,636.590982905288,637.12541183243,637.660289421721,638.19561604982,638.731392093703,639.267617930661,639.804293938305,640.341420494559,640.878997977668,641.417026766191,641.955507239007,642.494439775313,643.033824754625,643.573662556774,644.113953561915,644.654698150518,645.195896703374,645.737549601595,646.279657226611,646.822219960172,647.36523818435,647.908712281538,648.452642634447,648.997029626113,649.541873639893,650.087175059462,650.632934268822,651.179151652294,651.725827594525,652.27296248048,652.820556695453,653.368610625056,653.917124655228,654.466099172232,655.015534562654,655.565431213405,656.115789511721,656.666609845163,657.217892601617,657.769638169295,658.321846936735,658.874519292801,659.427655626684,659.9812563279,660.535321786295,661.089852392039,661.644848535632,662.200310607901,662.756239000001,663.312634103414,663.869496309954,664.42682601176,664.984623601305,665.542889471386,666.101624015133,666.660827626007
1622.91661977144,1624.27908579945,1625.6426956408,1627.00745025573,1628.37335060532,1629.74039765141,1631.10859235669,1632.47793568463,1633.84842859951,1635.22007206644,1636.59286705133,1637.96681452089,1639.34191544265,1640.71817078496,1642.09558151697,1643.47414860866,1644.85387303079,1646.23475575498,1647.61679775364,1649,1650.3843634681,1651.76988913282,1653.15657796983,1654.54443095563,1655.93344906756,1657.32363328375,1658.71498458317,1660.1075039456,1661.50119235166,1662.89605078277,1664.29208022119,1665.68928165,1667.08765605311,1668.48720441525,1669.88792772197,1671.28982695967,1672.69290311556,1674.09715717767,1675.50259013489,1676.90920297691,1678.31699669427,1679.72597227833,1681.13613072129,1682.54747301619,1683.96000015687,1685.37371313805,1686.78861295526,1688.20470060485,1689.62197708405,1691.04044339089,1692.46010052425,1693.88094948386,1695.30299127026,1696.72622688487,1698.15065732991,1699.57628360846,1701.00310672446,1702.43112768267,1703.86034748868,1705.29076714897,1706.72238767082,1708.15521006238,1709.58923533265,1711.02446449144,1712.46089854946,1713.89853851823,1715.33738541014,1716.77744023842,1718.21870401715,1719.66117776127,1721.10486248657,1722.54975920967,1723.99586894808,1725.44319272014,1726.89173154506,1728.34148644289,1729.79245843454,1731.2446485418,1732.69805778727,1734.15268719446,1735.60853778771,1737.06561059222,1738.52390663406,1739.98342694017,1741.44417253833,1742.90614445719,1744.36934372627,1745.83377137596,1747.29942843749,1748.76631594299,1750.23443492543,1751.70378641865,1753.17437145738,1754.64619107718,1756.11924631452,1757.59353820672,1759.06906779196,1760.54583610932,1762.02384419872,1763.50309310099,1764.98358385779,1766.4653175117,1767.94829510614,1769.43251768543,1770.91798629474,1772.40470198014,1773.89266578858,1775.38187876788,1776.87234196672,1778.3640564347,1779.85702322228,1781.3512433808,1782.84671796248,1784.34344802044,1785.84143460867,1787.34067878204,1788.84118159633,1790.34294410818,1791.84596737513,1793.3502524556
1306.99410009489,1308.09134380938,1309.18950867858,1310.28859547581,1311.38860497505,1312.48953795093,1313.5913951787,1314.69417743431,1315.79788549433,1316.90252013598,1318.00808213715,1319.11457227637,1320.22199133283,1321.33034008637,1322.43961931749,1323.54982980733,1324.66097233772,1325.7730476911,1326.8860566506,1328,1329.11487852374,1330.2306930069,1331.34744423525,1332.4651329952,1333.58376007381,1334.70332625884,1335.82383233866,1336.94527910234,1338.0676673396,1339.19099784082,1340.31527139705,1341.4404888,1342.56665084204,1343.69375831622,1344.82181201624,1345.95081273647,1347.08076127196,1348.2116584184,1349.34350497218,1350.47630173034,1351.61004949059,1352.74474905132,1353.88040121157,1355.01700677107,1356.15456653022,1357.29308129008,1358.43255185238,1359.57297901956,1360.71436359468,1361.85670638151,1363.00000818448,1364.14426980871,1365.28949205998,1366.43567574476,1367.58282167017,1368.73093064405,1369.88000347489,1371.03004097185,1372.1810439448,1373.33301320427,1374.48594956146,1375.63985382829,1376.79472681732,1377.9505693418,1379.1073822157,1380.26516625362,1381.42392227087,1382.58365108346,1383.74435350805,1384.90603036202,1386.06868246341,1387.23231063095,1388.39691568408,1389.56249844291,1390.72905972822,1391.89660036153,1393.06512116499,1394.23462296149,1395.40510657459,1396.57657282853,1397.74902254826,1398.92245655941,1400.09687568832,1401.272280762,1402.44867260818,1403.62605205527,1404.80441993237,1405.9837770693,1407.16412429654,1408.34546244529,1409.52779234746,1410.71111483564,1411.89543074311,1413.08074090388,1414.26704615263,1415.45434732475,1416.64264525635,1417.83194078422,1419.02223474585,1420.21352797945,1421.40582132392,1422.59911561888,1423.79341170464,1424.98871042222,1426.18501261335,1427.38231912046,1428.58063078668,1429.77994845588,1430.98027297259,1432.1816051821,1433.38394593038,1434.5872960641,1435.79165643067,1436.9970278782,1438.20341125549,1439.4108074121,1440.61921719826,1441.82864146493,1443.03908106378,1444.25053684721
1114.09436845438,1115.02966957245,1115.96575589168,1116.90262807125,1117.8402867709,1118.77873265094,1119.71796637221,1120.65798859612,1121.59879998463,1122.54040120025,1123.48279290607,1124.4259757657,1125.36995044335,1126.31471760375,1127.2602779122,1128.20663203457,1129.15378063727,1130.10172438729,1131.05046395217,1132,1132.95033319945,1133.90146421974,1134.85339373065,1135.80612240253,1136.75965090629,1137.71397991341,1138.6691100959,1139.62504212639,1140.58177667803,1141.53931442456,1142.49765604026,1143.4568022,1144.41675357921,1145.37751085389,1146.33907470059,1147.30144579645,1148.26462481917,1149.22861244701,1150.19340935882,1151.159016234,1152.12543375252,1153.09266259495,1154.06070344239,1155.02955697655,1155.99922387967,1156.96970483461,1157.94100052477,1158.91311163414,1159.88603884727,1160.8597828493,1161.83434432593,1162.80972396345,1163.78592244872,1164.76294046917,1165.74077871283,1166.71943786827,1167.69891862468,1168.67922167179,1169.66034769993,1170.64229740002,1171.62507146354,1172.60867058255,1173.5930954497,1174.57834675822,1175.56442520193,1176.55133147522,1177.53906627306,1178.52763029102,1179.51702422524,1180.50724877244,1181.49830462995,1182.49019249566,1183.48291306806,1184.47646704621,1185.47085512978,1186.46607801901,1187.46213641474,1188.45903101838,1189.45676253195,1190.45533165805,1191.45473909987,1192.45498556118,1193.45607174637,1194.45799836038,1195.46076610878,1196.46437569772,1197.46882783392,1198.47412322473,1199.48026257807,1200.48724660246,1201.49507600703,1202.50375150146,1203.51327379609,1204.5236436018,1205.5348616301,1206.54692859309,1207.55984520346,1208.5736121745,1209.58823022011,1210.60370005477,1211.62002239359,1212.63719795224,1213.65522744703,1214.67411159485,1215.69385111319,1216.71444672015,1217.73589913443,1218.75820907534,1219.78137726278,1220.80540441727,1221.83029125993,1222.85603851247,1223.88264689723,1224.91011713714,1225.93844995574,1226.96764607718,1227.99770622623,1229.02863112824,1230.06042150919,1231.09307809566
648.576138526002,649.120629194564,649.665576972277,650.210982242892,650.756845390482,651.303166799443,651.849946854493,652.397185940672,652.944884443346,653.493042748202,654.041661241253,654.590740308833,655.140280337603,655.690281714548,656.240744826977,656.791670062525,657.343057809153,657.894908455145,658.447222389115,659,659.553241677065,660.106947809901,660.661118788426,661.215755002888,661.770856843858,662.326424702239,662.882458969259,663.438960036477,663.99592829578,664.553364139384,665.111267959832,665.66964015,666.228481103092,666.787791212643,667.347570872516,667.907820476909,668.468540420346,669.029731097686,669.591392904118,670.153526235163,670.716131486673,671.279209054834,671.842759336163,672.406782727512,672.971279626064,673.536250429337,674.101695535181,674.667615341782,675.234010247659,675.800880651666,676.368226952992,676.93604955116,677.50434884603,678.073125237796,678.642379126991,679.21211091448,679.782321001468,680.353009789495,680.924177680439,681.495825076514,682.067952380275,682.64055999461,683.213648322749,683.78721776826,684.361268735048,684.93580162736,685.510816849778,686.086314807229,686.662295904976,687.238760548623,687.815709144116,688.39314209774,688.971059816122,689.549462706231,690.128351175376,690.70772563121,691.287586481725,691.86793413526,692.448769000492,693.030091486446,693.611902002486,694.194200958322,694.776988764007,695.36026582994,695.944032566862,696.528289385862,697.11303669837,697.698274916164,698.284004451369,698.870225716453,699.456939124231,700.044145087866,700.631844020867,701.220036337091,701.808722450739,702.397902776365,702.987577728867,703.577747723493,704.168413175839,704.75957450185,705.351232117821,705.943386440395,706.536037886567,707.129186873679,707.722833819426,708.316979141853,708.911623259355,709.506766590679,710.102409554924,710.69855257154,711.295196060329,711.892340441447,712.4899861354,713.08813356305,713.686783145611,714.285935304649,714.885590462088,715.485749040201,716.086411461619,716.687578149328
978.277210462589,979.098490772984,979.92046056213,980.743120408854,981.566470892473,982.390512592787,983.215246090085,984.040671965142,984.86679079922,985.693603174072,986.521109671935,987.349310875539,988.178207368099,989.007799733324,989.83808855541,990.669074419044,991.500757909405,992.333139612162,993.166220113476,994,994.834479858881,995.669660277756,996.505541844758,997.342125148513,998.179410778141,999.017399323255,999.856091373966,1000.69548752088,1001.53558835509,1002.37639446821,1003.21790645231,1004.0601249,1004.90305040436,1005.74668355898,1006.59102495794,1007.43607519582,1008.28183486771,1009.1283045692,1009.97548489635,1010.82337644575,1011.6719798145,1012.52129560016,1013.37132440083,1014.22206681509,1015.07352344205,1015.92569488128,1016.77858173288,1017.63218459747,1018.48650407614,1019.3415407705,1020.19729528266,1021.05376821525,1021.9109601714,1022.76887175473,1023.62750356939,1024.48685622002,1025.34693031177,1026.20772645032,1027.06924524181,1027.93148729295,1028.79445321091,1029.6581436034,1030.52255907862,1031.3877002453,1032.25356771265,1033.12016209043,1033.98748398889,1034.85553401879,1035.72431279142,1036.59382091856,1037.46405901252,1038.33502768612,1039.20672755269,1040.07915922609,1040.95232332067,1041.82622045132,1042.70085123344,1043.57621628293,1044.45231621622,1045.32915165027,1046.20672320254,1047.085031491,1047.96407713418,1048.84386075108,1049.72438296125,1050.60564438474,1051.48764564215,1052.37038735458,1053.25387014364,1054.13809463149,1055.0230614408,1055.90877119475,1056.79522451706,1057.68242203197,1058.57036436424,1059.45905213916,1060.34848598254,1061.23866652072,1062.12959438055,1063.02127018944,1063.91369457529,1064.80686816654,1065.70079159218,1066.59546548169,1067.49089046511,1068.38706717299,1069.28399623642,1070.181678287,1071.0801139569,1071.97930387877,1072.87924868584,1073.77994901183,1074.68140549103,1075.58361875823,1076.48658944877,1077.39031819852,1078.29480564388,1079.20005242179,1080.10605916973,1081.01282652569
1605.20133829425,1606.548932043,1607.89765711955,1609.24751447368,1610.59850505596,1611.95062981774,1613.3038897112,1614.65828568928,1616.01381870576,1617.3704897152,1618.72829967296,1620.08724953521,1621.44734025892,1622.80857280186,1624.17094812261,1625.53446718054,1626.89913093585,1628.26494034953,1629.63189638338,1631,1632.36925216281,1633.73965383604,1635.11120598471,1636.48390957467,1637.85776557258,1639.2327749459,1640.60893866292,1641.98625769271,1643.36473300519,1644.74436557107,1646.12515636189,1647.50710635,1648.89021650856,1650.27448781156,1651.6599212338,1653.04651775089,1654.43427833928,1655.82320397622,1657.21329563978,1658.60455430888,1659.99698096322,1661.39057658336,1662.78534215066,1664.1812786473,1665.57838705631,1666.97666836153,1668.37612354762,1669.77675360007,1671.17855950521,1672.58154225018,1673.98570282296,1675.39104221235,1676.797561408,1678.20526140037,1679.61414318076,1681.0242077413,1682.43545607495,1683.84788917552,1685.26150803763,1686.67631365674,1688.09230702918,1689.50948915206,1690.92786102337,1692.34742364193,1693.76817800738,1695.19012512022,1696.61326598177,1698.03760159422,1699.46313296057,1700.88986108468,1702.31778697125,1703.74691162582,1705.17723605477,1706.60876126535,1708.04148826561,1709.4754180645,1710.91055167177,1712.34689009804,1713.78443435478,1715.22318545431,1716.66314440979,1718.10431223524,1719.54668994552,1720.99027855635,1722.4350790843,1723.8810925468,1725.32831996213,1726.77676234941,1728.22642072865,1729.67729612069,1731.12938954722,1732.58270203082,1734.03723459489,1735.49298826373,1736.94996406245,1738.40816301707,1739.86758615445,1741.3282345023,1742.79010908921,1744.25321094464,1745.71754109889,1747.18310058313,1748.64989042942,1750.11791167067,1751.58716534064,1753.05765247399,1754.52937410623,1756.00233127374,1757.47652501378,1758.95195636446,1760.42862636479,1761.90653605463,1763.38568647472,1764.86607866667,1766.34771367298,1767.830592537,1769.31471630298,1770.80008601604,1772.28670272216,1773.77456746822
